ReviewedLocationName;City;Country;place_id;latitude;longitude;type;price_level;avg_google_rating;operational_status
La Sirena y El Capitan;Ushuaia;Argentina;pl_id_573;-54.86879589999999;-67.55280119999999;restaurant;2.0;4.6;OPERATIONAL
Jeremy Button Gintoneria;Ushuaia;Argentina;pl_id_574;-54.8085447;-68.3089045;bar;2.0;4.5;OPERATIONAL
Selknam;Ushuaia;Argentina;pl_id_575;-54.8098411;-68.33932109999999;car_rental;;4.9;OPERATIONAL
Corcovado Christ the Redeemer;Río de Janeiro;Brasil;pl_id_576;-22.951916;-43.2104872;tourist_attraction;;4.8;OPERATIONAL
Museo del Jamon;Madrid;España;pl_id_577;40.4162931;-3.7056364;bar;1.0;4.1;OPERATIONAL
Cibeles Fountain;Madrid;España;pl_id_578;40.4193326;-3.6930825;tourist_attraction;;4.7;OPERATIONAL
;Chivilcoy;Argentina;pl_id_579;-34.9189567;-59.99448390000001;university;;4.6;OPERATIONAL
Plaza Malvinas;Ushuaia;Argentina;pl_id_580;-54.8104293;-68.31609259999999;park;;4.7;OPERATIONAL
Las Hayas Ushuaia Resort;Ushuaia;Argentina;pl_id_581;-54.8073499;-68.3521087;lodging;;4.7;OPERATIONAL
Restaurant Le Martial;Ushuaia;Argentina;pl_id_582;-54.8073524;-68.3520759;restaurant;;4.6;OPERATIONAL
Los Cauquenes Resort Spa Experiences;Ushuaia;Argentina;pl_id_583;-54.841792;-68.3726176;spa;;4.7;OPERATIONAL
Info de Ushuaia;Ushuaia;Argentina;pl_id_584;-54.8019121;-68.3029511;locality;;;
Iglesia de la Merced;Ushuaia;Argentina;pl_id_585;-54.8081628;-68.3115144;church;;4.5;OPERATIONAL
Oficina de Informacion Turistica;Ushuaia;Argentina;pl_id_586;-54.8075966;-68.3035147;travel_agency;;4.5;OPERATIONAL
Faro Les Eclaireurs;Ushuaia;Argentina;pl_id_587;-54.8715171;-68.0832788;point_of_interest;;4.8;OPERATIONAL
Martillo Island;Ushuaia;Argentina;pl_id_588;-54.9;-67.39999999999999;natural_feature;;4.9;
Feria Artesanal Ushuaia;Ushuaia;Argentina;pl_id_589;-54.8076328;-68.3049145;point_of_interest;;4.1;OPERATIONAL
Bar Ideal;Ushuaia;Argentina;pl_id_590;-54.80597700000001;-68.3035104;restaurant;2.0;3.1;OPERATIONAL
Argentino Hotel;Mendoza;Argentina;pl_id_591;-32.8883501;-68.8449109;lodging;;4.3;OPERATIONAL
Hotel Costanera Mar;San Clemente del Tuyu;Argentina;pl_id_592;-36.36139259999999;-56.7153871;lodging;;4.2;OPERATIONAL
Amazonas;San Clemente del Tuyu;Argentina;pl_id_593;-36.3604408;-56.7171399;school;2.0;3.8;OPERATIONAL
El Faro Resto;Ushuaia;Argentina;pl_id_594;-54.80591070000001;-68.30266329999999;restaurant;2.0;4.0;OPERATIONAL
Museo Maritimo de Ushuaia;Ushuaia;Argentina;pl_id_595;-54.8035636;-68.29787859999999;museum;;4.4;OPERATIONAL
Hosteria Valle Frio;Ushuaia;Argentina;pl_id_596;-54.80201479999999;-68.3053855;lodging;;4.6;OPERATIONAL
La Cocina Del Colo;Mar de las Pampas;Argentina;pl_id_597;-37.3260131;-57.0244659;restaurant;2.0;4.2;OPERATIONAL
Mujica Almacen Criollo;Mar de las Pampas;Argentina;pl_id_598;-37.3270645;-57.0233994;bar;2.0;4.6;OPERATIONAL
La Holandesa;Mar Azul;Argentina;pl_id_599;-37.3389937;-57.0314111;bar;2.0;4.5;CLOSED_TEMPORARILY
Reinamora Restaurant;Ushuaia;Argentina;pl_id_600;-54.84169379999999;-68.37222729999999;restaurant;;4.5;OPERATIONAL
Hotel Ushuaia;Ushuaia;Argentina;pl_id_601;-54.798163;-68.310976;lodging;;4.1;OPERATIONAL
La Casa Del Abuelo;Mar del Plata;Argentina;pl_id_602;-38.1660514;-57.6353796;restaurant;2.0;4.2;OPERATIONAL
La Lucinda Campo y Mar;La Estafeta;Argentina;pl_id_603;-38.17081;-57.6452895;lodging;;4.8;OPERATIONAL
LEVEL;Mundo;;pl_id_604;-34.5978285;-58.3767886;travel_agency;;4.2;OPERATIONAL
Huaira Huasi;Purmamarca;Argentina;pl_id_605;-23.7353616;-65.51314959999999;lodging;;4.6;OPERATIONAL
Hotel Forum Evolucion;Burgos;España;pl_id_606;42.3379998;-3.6975229;lodging;;4.5;OPERATIONAL
Hotel Atolon Kaafu Beach Club;Mallorca;España;pl_id_607;39.6079335;3.3897999;lodging;;4.4;OPERATIONAL
Times Square;Nueva York;Estado de Nueva York;pl_id_608;40.7579747;-73.9855426;tourist_attraction;;4.7;OPERATIONAL
Gran Bourbon Hotel Asuncion;Luque;Paraguay;pl_id_609;-25.2617853;-57.5154936;lodging;;4.7;OPERATIONAL
Hotel Almirante;Cartagena;Colombia;pl_id_610;10.4008903;-75.5581018;lodging;;4.5;OPERATIONAL
Restaurante Espiritu Santo Cartagena;Cartagena;Colombia;pl_id_611;10.4248236;-75.5495438;restaurant;1.0;4.5;OPERATIONAL
Barrio Getsemani;Cartagena;Colombia;pl_id_612;10.4201578;-75.5449271;museum;;4.7;OPERATIONAL
Santuario el Cani;Pucón;Chile;pl_id_613;-39.2551755;-71.76673219999999;park;;4.8;OPERATIONAL
Hostal Providencia;Santiago;Chile;pl_id_614;-33.440895;-70.63347619999999;lodging;;4.4;OPERATIONAL
Lobizon;Montevideo;Uruguay;pl_id_615;-34.9075177;-56.1899548;restaurant;2.0;4.3;CLOSED_PERMANENTLY
Pacharan Taberna Vasca;Montevideo;Uruguay;pl_id_616;-34.9069252;-56.1908695;restaurant;2.0;4.6;OPERATIONAL
Mamuschka;San Carlos de Bariloche;Argentina;pl_id_617;-41.1338405;-71.3056397;point_of_interest;3.0;4.6;OPERATIONAL
Hotel Centro Naval;Buenos Aires;Argentina;pl_id_618;-34.598867;-58.3758253;lodging;;4.1;OPERATIONAL
Atlas Tower Hotel;Buenos Aires;Argentina;pl_id_619;-34.6045375;-58.3918949;lodging;;4.3;OPERATIONAL
Ventisquero Negro;San Carlos de Bariloche;Argentina;pl_id_620;-41.2026263;-71.8281379;tourist_attraction;;4.8;OPERATIONAL
Iglesia Nuestra Senora del Nahuel Huapi;San Carlos de Bariloche;Argentina;pl_id_621;-41.1328472;-71.3023679;tourist_attraction;;4.7;OPERATIONAL
ZigZag Travel;San Carlos de Bariloche;Argentina;pl_id_622;-41.1350892;-71.3069818;travel_agency;;4.4;OPERATIONAL
Puerto Panuelo;San Carlos de Bariloche;Argentina;pl_id_623;-41.0525425;-71.53107179999999;point_of_interest;;4.5;OPERATIONAL
Rapanui;San Carlos de Bariloche;Argentina;pl_id_624;-41.1337388;-71.306591;tourist_attraction;2.0;4.7;OPERATIONAL
Lago Nahuel Huapi;San Carlos de Bariloche;Argentina;pl_id_625;-41.0950176;-71.453375;route;;;
Hotel Huemul;San Carlos de Bariloche;Argentina;pl_id_626;-41.1313479;-71.325255;lodging;;4.2;OPERATIONAL
Winter Garden Llao Llao;San Carlos de Bariloche;Argentina;pl_id_627;-41.0576817;-71.5311576;restaurant;;3.8;OPERATIONAL
;Villa Regina;Argentina;pl_id_628;-39.0968009;-67.0798099;book_store;;4.5;OPERATIONAL
Isla Victoria;San Carlos de Bariloche;Argentina;pl_id_629;-41.15375770000001;-71.4071597;route;;;
Combitos;Asuncion;Paraguay;pl_id_630;-25.2741391;-57.5666659;restaurant;;4.7;OPERATIONAL
Restaurante Bolsi;Asuncion;Paraguay;pl_id_631;-25.282218;-57.63618979999999;meal_delivery;2.0;4.6;OPERATIONAL
Sambil Margarita;Isla de Margarita;Venezuela;pl_id_632;10.9963177;-63.812314;shopping_mall;;4.5;OPERATIONAL
Hotel Barcelona;Ponta Pora;Brasil;pl_id_633;-22.5421021;-55.7281276;lodging;;4.4;OPERATIONAL
Hesperia Playa El Agua;Isla de Margarita;Venezuela;pl_id_634;11.1439185;-63.86665900000001;lodging;;4.2;OPERATIONAL
Machchafushi Island Resort Spa Maldives The Centara Collection;Machchafushi;;pl_id_635;3.593561;72.883557;spa;;4.8;OPERATIONAL
Historias de Bariloche Walking Tours;San Carlos de Bariloche;Argentina;pl_id_636;-41.1339717;-71.30338569999999;travel_agency;;4.6;OPERATIONAL
;Costa del Este;Argentina;pl_id_637;-36.6170188;-56.6843787;tourist_attraction;;4.7;OPERATIONAL
I Italiano Trattoria Calle Quaglia;San Carlos de Bariloche;Argentina;pl_id_638;-41.1339503;-71.3085341;restaurant;2.0;4.2;OPERATIONAL
Lago Puelo;Lago Puelo;Argentina;pl_id_639;-42.061269;-71.5971258;locality;;;
La Casita Restaurante;San Carlos de Bariloche;Argentina;pl_id_640;-41.1352134;-71.3084562;restaurant;2.0;4.5;OPERATIONAL
Pioneros Parrilla Patagonica;Villa La Angostura;Argentina;pl_id_641;-40.7620166;-71.643498;restaurant;2.0;4.1;OPERATIONAL
Iguazu Falls;Parque Nacional Iguazú;Argentina;pl_id_642;-25.6829476;-54.4546339;tourist_attraction;;4.9;OPERATIONAL
Prova;Costa del Este;Argentina;pl_id_643;-36.6088197;-56.6883529;cafe;;2.9;CLOSED_PERMANENTLY
Girona Bar;Costa del Este;Argentina;pl_id_644;-36.6057773;-56.6943895;restaurant;2.0;4.6;CLOSED_TEMPORARILY
Wembley Restaurat;Rosario;Argentina;pl_id_645;-32.9647646;-60.6217219;restaurant;2.0;4.4;OPERATIONAL
Gran Cavancha Hotel Apartments;Iquique;Chile;pl_id_646;-20.2240076;-70.14909349999999;lodging;;4.5;OPERATIONAL
Viva Azteca by Wyndham A Trademark All Inclusive Resort;Playacar;México;pl_id_647;20.6108152;-87.08685779999999;lodging;;4.4;OPERATIONAL
;Trevelin;Argentina;pl_id_648;-43.1701921;-71.51149819999999;point_of_interest;;4.5;OPERATIONAL
EL Faro Bistro;Mendoza;Argentina;pl_id_649;-32.891698;-68.84285899999999;restaurant;2.0;4.5;OPERATIONAL
Botanical Garden;Río de Janeiro;Brasil;pl_id_650;-22.9705196;-43.2234205;tourist_attraction;;4.7;OPERATIONAL
Ipanema Beach;Río de Janeiro;Brasil;pl_id_651;-22.987064;-43.2047975;natural_feature;;4.7;OPERATIONAL
Copacabana Beach;Río de Janeiro;Brasil;pl_id_652;-22.9738729;-43.18531;natural_feature;;4.7;OPERATIONAL
Assador;Río de Janeiro;Brasil;pl_id_653;-22.9368064;-43.1694597;restaurant;4.0;4.6;OPERATIONAL
Sugarloaf Mountain;Río de Janeiro;Brasil;pl_id_654;-22.9492586;-43.1545757;natural_feature;;4.8;
Cascadas Nivinco;Villa La Angostura;Argentina;pl_id_655;-40.4877277;-71.663519;tourist_attraction;;4.8;OPERATIONAL
Bosque de Los Arrayanes;Villa La Angostura;Argentina;pl_id_656;-40.8159751;-71.6311035;route;;;
Mc Donalds;San Carlos de Bariloche;Argentina;pl_id_657;-41.1338111;-71.3075661;meal_delivery;2.0;3.9;OPERATIONAL
Puerto Blest Cascada de los Cantaros;San Carlos de Bariloche;Argentina;pl_id_658;-41.0127412;-71.822243;point_of_interest;;4.8;OPERATIONAL
Gogol Ostello;Búzios;Brasil;pl_id_659;-22.7588043;-41.888607;lodging;;4.3;OPERATIONAL
Hotel Solans Riviera;Búzios;Brasil;pl_id_660;-22.7549944;-41.8841771;lodging;;4.6;OPERATIONAL
Hotel Tritone;Búzios;Brasil;pl_id_661;-34.6004818;-58.37666769999999;lodging;;4.2;OPERATIONAL
The Town of Gaiman;Búzios;Brasil;pl_id_662;;;;;;
Begijnhof;Milán;Italia;pl_id_663;;;;;;
Comodoro Hotel;Rosario;Argentina;pl_id_664;-45.8623947;-67.47859869999999;lodging;;4.1;OPERATIONAL
Cerro Campanario;San Carlos de Bariloche;Argentina;pl_id_665;-41.17296049999999;-71.3444535;route;;;
Havanna Museo del Chocolate;San Carlos de Bariloche;Argentina;pl_id_666;-41.1319322;-71.32316279999999;museum;;4.2;OPERATIONAL
Cerro Catedral;Villa Catedral;Argentina;pl_id_667;-41.1677988;-71.442401;point_of_interest;;4.5;OPERATIONAL
Piedras Blancas;San Carlos de Bariloche;Argentina;pl_id_668;-41.1559344;-71.3172932;route;;;
Rios Andinos;Potrerillos;Argentina;pl_id_669;-32.9617599;-69.1951813;point_of_interest;;4.3;OPERATIONAL
Cerro del Toro;Piriápolis;Uruguay;pl_id_670;-34.8621826;-55.2575257;natural_feature;;4.4;
Playa Punta Colorada;Piriápolis;Uruguay;pl_id_671;-34.899997;-55.2458027;tourist_attraction;;4.6;OPERATIONAL
Arboretum Lussich;Punta del Este;Uruguay;pl_id_672;-34.8849966;-55.0358897;park;;4.7;OPERATIONAL
Aquel Abrazo;Piriápolis;Uruguay;pl_id_673;-34.881829;-55.22269009999999;restaurant;2.0;4.6;OPERATIONAL
Artico;Punta del Este;Uruguay;pl_id_674;-34.9639461;-54.9519394;restaurant;2.0;4.2;OPERATIONAL
Parrillada Feliciano;Montevideo;Uruguay;pl_id_675;-34.899622;-56.15316410000001;restaurant;2.0;4.4;OPERATIONAL
Zoologico Nacional de Chile;Santiago;Chile;pl_id_676;-33.4298594;-70.6350124;zoo;;4.4;OPERATIONAL
Bellavista;Santiago;Chile;pl_id_677;-33.43413;-70.6328345;route;;;
Turistik;Santiago;Chile;pl_id_678;-33.416466;-70.603681;travel_agency;;4.0;OPERATIONAL
Farellones Centro de Montana;Farellones;Chile;pl_id_679;-33.3599947;-70.300958;point_of_interest;;4.5;OPERATIONAL
Santoral Restaurante y Posada;Canelones;Uruguay;pl_id_680;-34.7761547;-55.76177759999999;restaurant;;4.3;OPERATIONAL
;Machchafushi;;pl_id_681;;;;;;
Lake Tours;San Carlos de Bariloche;Argentina;pl_id_682;;;;;;
St Regis Restaurant;Buenos Aires;Argentina;pl_id_683;-34.5936202;-58.3730864;restaurant;4.0;4.6;OPERATIONAL
Hotel El Dorado Maroma;Playa Maroma;México;pl_id_684;20.723556;-86.97887419999999;lodging;;4.7;OPERATIONAL
Free Tour Valencia Guruwalk;Valencia;España;pl_id_685;;;;;;
Iberostar Selection Hacienda Dominicus;República Dominicana;;pl_id_686;18.3480885;-68.82254979999999;lodging;;4.8;OPERATIONAL
Receptivo Aborigen Tours;San Carlos de Bariloche;Argentina;pl_id_687;-34.5989673;-58.43601460000001;travel_agency;;4.4;OPERATIONAL
Berto Cocina de Autor;Lujan;Argentina;pl_id_688;-34.5681757;-59.11178340000001;restaurant;2.0;4.5;OPERATIONAL
Parque Nahuelito;San Carlos de Bariloche;Argentina;pl_id_689;-41.073704;-71.53619499999999;tourist_attraction;;4.7;OPERATIONAL
Forno Beach;San Carlos de Bariloche;Argentina;pl_id_690;-22.9652517;-42.01491559999999;natural_feature;;4.8;OPERATIONAL
Vila Boa Vida;Arraial do Cabo;Brasil;pl_id_691;-22.9783101;-42.0271467;lodging;;4.2;OPERATIONAL
Rua das Pedras;Búzios;Brasil;pl_id_692;-22.7552495;-41.8872025;route;;;
Chez Michou Creperie;Búzios;Brasil;pl_id_693;-22.75559;-41.888117;bar;2.0;4.5;OPERATIONAL
Parque Nacional El Palmar;Búzios;Brasil;pl_id_694;;;;;;
Pousada Enseada Dos Golfinhos;Ubajay;Argentina;pl_id_695;-6.227982;-35.0541149;lodging;;4.5;OPERATIONAL
Chapadao Hill;Praia de Pipa;Brasil;pl_id_696;-6.236496;-35.0379504;tourist_attraction;;4.8;OPERATIONAL
Baia dos Golfinhos;Praia de Pipa;Brasil;pl_id_697;-6.2285707;-35.0592319;route;;5.0;
Madeiro Beach;Praia de Pipa;Brasil;pl_id_698;-6.223411899999999;-35.0711376;lodging;;4.6;OPERATIONAL
Barra do Cunhau;Praia de Pipa;Brasil;pl_id_699;-6.3137079;-35.0426424;locality;;;
Sorveteria Real de 14 Pipa;Praia de Pipa;Brasil;pl_id_700;-6.2283703;-35.050431;store;2.0;4.5;OPERATIONAL
Dall Italiano ristorante pizzeria;Praia de Pipa;Brasil;pl_id_701;-6.2287753;-35.0495015;restaurant;2.0;4.5;OPERATIONAL
Praia Do Amor;Praia de Pipa;Brasil;pl_id_702;-6.234357000000001;-35.040176;natural_feature;;4.7;OPERATIONAL
Viento En Popa;Praia de Pipa;Brasil;pl_id_703;-6.236496;-35.0379504;tourist_attraction;;4.8;OPERATIONAL
Balneario La Hoya;Mar del Plata;Argentina;pl_id_704;-33.2506047;-66.1921224;park;;4.3;OPERATIONAL
Replica Del Historico Cabildo de 1810;San Luis;Argentina;pl_id_705;-33.1600376;-66.3259073;museum;;4.5;OPERATIONAL
El Capricho;Villa La Angostura;Argentina;pl_id_706;-40.7424815;-71.66877509999999;restaurant;2.0;4.3;CLOSED_TEMPORARILY
Hosteria Las Cumbres;Villa La Angostura;Argentina;pl_id_707;-40.7545477;-71.6577509;lodging;;4.3;OPERATIONAL
Blest Centro;San Carlos de Bariloche;Argentina;pl_id_708;-41.13579860000001;-71.31057600000001;bar;2.0;4.5;CLOSED_PERMANENTLY
Cerveceria Manush;San Carlos de Bariloche;Argentina;pl_id_709;-41.1358314;-71.31033049999999;bar;2.0;4.5;OPERATIONAL
Sineus;Mendoza;Argentina;pl_id_710;-32.889385;-68.8476582;travel_agency;;5.0;OPERATIONAL
Hotel Ritz;Mendoza;Argentina;pl_id_711;-32.8898834;-68.84866869999999;lodging;;3.8;OPERATIONAL
La Lucia;Mendoza;Argentina;pl_id_712;-32.8892563;-68.847717;restaurant;3.0;4.2;OPERATIONAL
Tortugranja;Isla Mujeres;México;pl_id_713;21.2241379;-86.7340546;aquarium;;4.2;CLOSED_PERMANENTLY
;Dublín;Irlanda;pl_id_714;53.3412875;-6.2646921;restaurant;;4.4;OPERATIONAL
Hotel Cottbus;San Carlos de Bariloche;Argentina;pl_id_715;-41.1364438;-71.3072487;lodging;;4.4;OPERATIONAL
Restaurante Fundo Colonia Suiza;San Carlos de Bariloche;Argentina;pl_id_716;-41.0946777;-71.5115637;bar;2.0;4.1;OPERATIONAL
Medieval City;Rodas;Grecia;pl_id_717;36.4447001;28.2275142;tourist_attraction;;4.8;OPERATIONAL
Rizos Cruises;Rodas;Grecia;pl_id_718;36.4479604;28.2261753;travel_agency;;4.3;OPERATIONAL
;Villa Las Rosas;Argentina;pl_id_719;-31.9474548;-65.0557292;locality;;;
Iberostar Selection Praia Do Forte;Praia do Forte;Brasil;pl_id_720;-12.5460749;-37.9869204;lodging;;4.8;OPERATIONAL
La Posada del Qenti Medical Wellness;Villa Icho Cruz;Argentina;pl_id_721;-31.498;-64.56228899999999;lodging;;4.7;OPERATIONAL
Casa de Te Gales;San Carlos de Bariloche;Argentina;pl_id_722;-41.0685047;-71.48369749999999;point_of_interest;2.0;4.5;OPERATIONAL
L Italiano Trattoria Calle Espana;San Carlos de Bariloche;Argentina;pl_id_723;-41.1327951;-71.3170619;restaurant;2.0;4.4;OPERATIONAL
Crans Montana Hotel;San Carlos de Bariloche;Argentina;pl_id_724;-41.13335290000001;-71.303764;lodging;;4.3;OPERATIONAL
Experiencia Patacon By Lucho Remiro;San Carlos de Bariloche;Argentina;pl_id_725;-41.119461;-71.38548420000001;restaurant;;4.9;OPERATIONAL
Escape Room Bariloche;San Carlos de Bariloche;Argentina;pl_id_726;-41.1346445;-71.3108005;point_of_interest;;4.9;OPERATIONAL
Barlan Travel Adventure;San Carlos de Bariloche;Argentina;pl_id_727;-41.13406459999999;-71.3059957;travel_agency;;4.8;OPERATIONAL
Las Marianas Hotel;San Carlos de Bariloche;Argentina;pl_id_728;-41.1374225;-71.3150303;lodging;;4.3;OPERATIONAL
Linguini;San Carlos de Bariloche;Argentina;pl_id_729;-41.1339079;-71.3044891;restaurant;2.0;4.1;OPERATIONAL
Restaurant El Casco;San Carlos de Bariloche;Argentina;pl_id_730;-41.1093363;-71.4308576;lodging;;4.7;OPERATIONAL
Sendero de los Arrayanes;San Carlos de Bariloche;Argentina;pl_id_731;-41.0521062;-71.5408827;tourist_attraction;;4.7;OPERATIONAL
Bellevue Salon de Te Queso Pan y Vino;San Carlos de Bariloche;Argentina;pl_id_732;-41.0533577;-71.5182418;cafe;2.0;3.9;OPERATIONAL
Art Deco Hotel Suites;Buenos Aires;Argentina;pl_id_733;-34.603309;-58.3838163;home_goods_store;;3.5;OPERATIONAL
Croccantino;Santiago del Estero;Argentina;pl_id_734;-27.7875435;-64.25850729999999;bar;2.0;4.2;OPERATIONAL
Crillon;Rio Cuarto;Argentina;pl_id_735;-33.127474;-64.348424;lodging;;3.9;OPERATIONAL
Liverock Pizza Resto;Parana;Argentina;pl_id_736;-31.7334785;-60.53041829999999;bar;2.0;4.3;OPERATIONAL
Cafe Brusselas;Parana;Argentina;pl_id_737;-31.731285;-60.53103400000001;store;;4.1;OPERATIONAL
La Jirafa;San Carlos de Bariloche;Argentina;pl_id_738;-41.1350406;-71.3039971;restaurant;2.0;4.1;OPERATIONAL
Mafalda;San Carlos de Bariloche;Argentina;pl_id_739;-41.1346966;-71.304023;restaurant;2.0;4.3;OPERATIONAL
Galeria del Sol;San Carlos de Bariloche;Argentina;pl_id_740;-41.13396789999999;-71.30493849999999;shopping_mall;;4.2;OPERATIONAL
Catedral Alta Patagonis;San Carlos de Bariloche;Argentina;pl_id_741;-41.1655306;-71.4440706;point_of_interest;;4.6;OPERATIONAL
Hotel Cristal;San Carlos de Bariloche;Argentina;pl_id_742;-41.134102;-71.3046877;lodging;;4.3;OPERATIONAL
Bodegon del Fuerte;Tandil;Argentina;pl_id_743;-37.3291493;-59.13547209999999;bar;2.0;4.5;OPERATIONAL
Mi Descanso Tandil;Tandil;Argentina;pl_id_744;-37.3172559;-59.08129169999999;lodging;;4.6;OPERATIONAL
Blau Varadero;Cuba;;pl_id_745;23.1893395;-81.1724431;lodging;;4.6;OPERATIONAL
Delfinario;Cuba;;pl_id_746;22.0385785;-80.4295983;aquarium;;4.1;OPERATIONAL
Hotel Chiavari;San Bernardo;Argentina;pl_id_747;-36.6931694;-56.6779143;lodging;;3.8;OPERATIONAL
Al Buen Tallarin;San Bernardo;Argentina;pl_id_748;-36.6884655;-56.6778545;restaurant;2.0;4.2;OPERATIONAL
;Villa Catedral;Argentina;pl_id_749;-41.1677988;-71.442401;point_of_interest;;4.5;OPERATIONAL
Los Robles Apart Spa;San Carlos de Bariloche;Argentina;pl_id_750;-41.1214909;-71.372177;lodging;;4.5;OPERATIONAL
;Villa Carlos Paz;Argentina;pl_id_751;-31.418291;-64.5052777;clothing_store;;4.4;OPERATIONAL
Howard Johnson Plaza Villa Carlos Paz;Villa Carlos Paz;Argentina;pl_id_752;-31.4084451;-64.4857629;lodging;;4.2;OPERATIONAL
Nido del Condor Hotel Spa;San Carlos de Bariloche;Argentina;pl_id_753;-41.1198406;-71.3862716;lodging;;4.3;OPERATIONAL
;Foz do Iguaçu;Brasil;pl_id_754;-25.5702503;-54.5541198;lodging;;4.7;OPERATIONAL
Munay Ledesma;Libertador General San Martin;Argentina;pl_id_755;-23.8219833;-64.796281;lodging;;4.0;OPERATIONAL
Amerian Hotel Casino Gala;Resistencia;Argentina;pl_id_756;-27.4500777;-58.9909917;lodging;;4.4;OPERATIONAL
Zielo Hotel;Asuncion;Paraguay;pl_id_757;-25.2742589;-57.54565660000001;lodging;;4.4;OPERATIONAL
Ibis Asuncion;Asuncion;Paraguay;pl_id_758;-25.2841595;-57.5658419;lodging;;4.4;OPERATIONAL
Bahia Principe Grand La Romana;República Dominicana;;pl_id_759;18.4352106;-69.1901772;lodging;;4.7;OPERATIONAL
Arte Guanuco;Humahuaca;Argentina;pl_id_760;-23.283673;-65.3643219;point_of_interest;;4.1;OPERATIONAL
Museo Guemes;Salta;Argentina;pl_id_761;-24.7883538;-65.4127926;museum;;4.8;OPERATIONAL
Teleferico San Bernardo;Salta;Argentina;pl_id_762;-24.7938621;-65.4016492;transit_station;;3.9;OPERATIONAL
Las Tulmas Apart Hotel;Salta;Argentina;pl_id_763;-24.7919092;-65.41273939999999;lodging;;4.6;OPERATIONAL
La Picadita;Sierra de los Padres;Argentina;pl_id_764;-37.9289681;-57.7606681;restaurant;2.0;4.8;OPERATIONAL
Deco Collection;Buenos Aires;Argentina;pl_id_765;-34.591969;-58.3799353;lodging;;4.0;OPERATIONAL
Los Silos Hotel;Tres Arroyos;Argentina;pl_id_766;-38.3715881;-60.2868785;lodging;;4.5;OPERATIONAL
Cantina El Nautico;Puerto Madryn;Argentina;pl_id_767;-42.7717283;-65.0294474;restaurant;2.0;4.4;OPERATIONAL
Cerveceria Artesanal Kaiser;Puerto Madryn;Argentina;pl_id_768;-42.7692835;-65.0315025;bar;2.0;4.3;OPERATIONAL
Aquopolis;Mar del Plata;Argentina;pl_id_769;-38.0962339;-57.6026809;tourist_attraction;;4.6;CLOSED_TEMPORARILY
;La Poma;Argentina;pl_id_770;-24.7229968;-66.2010128;locality;;;
Punto d Tienda de Diseno;Salta;Argentina;pl_id_771;-24.7196371;-65.4218799;general_contractor;;4.7;OPERATIONAL
Train to the Clouds;San Antonio de los Cobres;Argentina;pl_id_772;-24.2268152;-66.3163789;point_of_interest;;4.5;OPERATIONAL
Van Gogh Cafe;Salta;Argentina;pl_id_773;-24.7885196;-65.4096007;cafe;2.0;4.1;OPERATIONAL
Dique Cabra Corral;Salta;Argentina;pl_id_774;-25.3320236;-65.43415929999999;natural_feature;;4.6;
Calle Balcarce;Salta;Argentina;pl_id_775;-24.7738138;-65.41084479999999;route;;;
History Museum of the North;Salta;Argentina;pl_id_776;-24.7898678;-65.4105679;museum;;4.6;OPERATIONAL
Cerro San Bernardo;Salta;Argentina;pl_id_777;-24.7892723;-65.3925134;natural_feature;;4.6;
Plaza 9 de Julio;Salta;Argentina;pl_id_778;-24.7892135;-65.4102839;park;;4.6;OPERATIONAL
Piedra del Molino;Salta;Argentina;pl_id_779;-25.180566;-65.8581454;tourist_attraction;;4.7;OPERATIONAL
Nordic Travel;Salta;Argentina;pl_id_780;-24.7906075;-65.4096363;travel_agency;;4.3;OPERATIONAL
Cyan Hotel De Las Americas;Buenos Aires;Argentina;pl_id_781;-34.5965992;-58.3844594;lodging;;4.2;OPERATIONAL
Perito Moreno Glacier;Parque Nacional Los Glaciares;Argentina;pl_id_782;-50.3305556;-73.2341667;tourist_attraction;;4.9;OPERATIONAL
;San Salvador de Jujuy;Argentina;pl_id_783;-24.1966911;-65.29691629999999;lodging;;3.1;CLOSED_PERMANENTLY
Hotel Posada Del Sol;Salta;Argentina;pl_id_784;-24.7910412;-65.4106074;lodging;;4.1;OPERATIONAL
Vineria del Re;Florencia;Italia;pl_id_785;43.77107669999999;11.2538814;restaurant;;4.1;OPERATIONAL
Homewood Suites By Hilton Tulsa South Medical District;Tulsa;Oklahoma;pl_id_786;36.0621032;-95.919541;lodging;;2.4;OPERATIONAL
Gallerie Degli Uffizi;Florencia;Italia;pl_id_787;43.7677856;11.2553108;tourist_attraction;;4.7;OPERATIONAL
Ponte Vecchio;Florencia;Italia;pl_id_788;43.767925;11.2531435;landmark;;4.7;OPERATIONAL
Centro Cultural America;Salta;Argentina;pl_id_789;-24.7895313;-65.4110445;tourist_attraction;;4.6;OPERATIONAL
Hotel Alejandro I;Salta;Argentina;pl_id_790;-24.7868461;-65.4120416;lodging;;4.7;OPERATIONAL
Tangol Tours Salta;Salta;Argentina;pl_id_791;-34.6176638;-58.3717244;travel_agency;;4.3;OPERATIONAL
Depasseios;Buenos Aires;Argentina;pl_id_792;-34.6169406;-58.36568330000001;travel_agency;;4.7;OPERATIONAL
Hotel Portezuelo;Salta;Argentina;pl_id_793;-24.7950131;-65.391301;lodging;;4.4;OPERATIONAL
La Ardilena;Parque Nacional Morrocoy;Venezuela;pl_id_794;10.855987;-68.2514269;lodging;;4.8;OPERATIONAL
